,hidden_state,state,q,parent,prev_action,avail_children,step,done
8436,[-1.18964029  1.23727726 -2.00482723  3.91694087],[ 0.37199378 -0.92823523  0.3273702   0.94489616 -2.0048273   3.916941  ],[0.2018316  0.30723444 0.49093395],8435,0,2,97,False
8437,[-1.44163806  1.81794895 -0.52372782  1.96016058],[ 0.12879947 -0.99167067 -0.2446441   0.96961296 -0.52372783  1.9601606 ],[0.26892933 0.34678793 0.38428268],8436,0,2,98,False
8438,[-1.4028394   2.03382541  0.89933149  0.19324801],[ 0.16716838 -0.98592836 -0.44666028  0.8947036   0.8993315   0.193248  ],[0.33106926 0.35737497 0.3115558 ],8437,0,2,99,False
8439,[-1.08979093  1.88213068  2.19971937 -1.76287395],[ 0.4626707 -0.8865302 -0.3063291  0.9519257  2.1997194 -1.762874 ],[0.4057754  0.33530936 0.25891528],8438,0,3,100,False
8440,[ 1.2214004  -1.05889422  1.81711174 -7.99380846],[ 0.3423303   0.93957967  0.48983642 -0.87181437  1.8171117  -7.9938083 ],[0.55758613 0.2753718  0.16704214],8381,1,2,163,False
8441,[ 1.30369909 -2.34662931 -0.92257432 -5.05052835],[ 0.26393273  0.9645411  -0.70031095 -0.7138379  -0.92257434 -5.0505285 ],[0.4536678  0.30295414 0.24337803],8440,1,2,164,False
8442,[ 0.9286811   3.13603558 -2.59372984 -3.16129925],[ 0.5988907   0.8008308  -0.99998456  0.00555705 -2.5937297  -3.1612992 ],[0.3987515  0.29846373 0.30278474],8441,1,2,165,False
8443,[ 0.35143867  2.56474924 -2.9658124  -2.88511793],[ 0.9388784   0.3442489  -0.83818835  0.54538083 -2.9658124  -2.885118  ],[0.38757277 0.30503905 0.30738813],8442,1,2,166,False
8444,[-0.14812597  1.81788726 -1.73559523 -4.9421166 ],[ 0.9890494  -0.14758489 -0.24458429  0.96962804 -1.7355952  -4.9421167 ],[0.4578399  0.30861163 0.23354845],8443,0,3,167,False
8445,[-1.65335613  1.74089204 -2.24642336 -0.62689563],[-0.08246604 -0.9965939  -0.16927668  0.9855686  -2.2464232  -0.6268956 ],[0.31994087 0.3407702  0.33928892],8249,1,2,159,False
8446,[-1.92798534  1.41665097 -0.50384299 -2.51052887],[-0.34964204 -0.9368834   0.15353565  0.9881431  -0.503843   -2.5105288 ],[0.37881526 0.35508564 0.2660991 ],8445,0,2,160,False
8447,[-1.88506838  0.81759151  0.89588247 -3.44028574],[-0.30912426 -0.9510217   0.68398017  0.7295006   0.8958825  -3.4402857 ],[0.41568363 0.34924644 0.23506987],8446,2,2,161,False
8448,[-1.56812574  0.01226882  2.24577726 -4.58068789],"[ 2.6705835e-03 -9.9999642e-01  9.9992472e-01  1.2268512e-02
  2.2457774e+00 -4.5806880e+00]",[0.45491618 0.32744205 0.21764177],8447,1,2,162,False
8449,[-1.02034983 -0.92823374  3.17542866 -4.62756037],[ 0.52306783 -0.85229105  0.59924895 -0.80056274  3.1754286  -4.62756   ],[0.4812722  0.30145404 0.2172738 ],8448,2,3,163,False
8450,[-1.20058411  1.26622745 -2.10342271  4.18322369],[ 0.36181328 -0.93225056  0.29988194  0.95397633 -2.1034226   4.1832237 ],[0.19731079 0.30416688 0.49852237],8435,1,2,97,False
8451,[-1.46963826  1.89558152 -0.5984736   2.19009652],[ 0.10098563 -0.9948879  -0.3191052   0.9477193  -0.5984736   2.1900966 ],[0.2653706 0.3447447 0.3898847],8450,0,2,98,False
8452,[-1.45130359  2.17877502  0.77231076  0.63769526],[ 0.11920857 -0.99286926 -0.57120955  0.8208043   0.77231073  0.63769525],[0.3160597  0.36686373 0.31707653],8451,1,2,99,False
8453,[-1.174011    2.16150235  1.97289785 -0.84868707],[ 0.38645542 -0.9223081  -0.5569475   0.8305477   1.9728979  -0.84868705],[0.3808648  0.3451317  0.27400348],8452,2,2,100,False
8454,[-0.68158434  1.823056    2.88163695 -2.56849565],[ 0.7765755  -0.6300242  -0.24959275  0.9683509   2.8816369  -2.5684958 ],[0.44140875 0.31226268 0.24632849],8453,2,3,101,False
8455,[-0.57286731 -1.6979358   1.34464696 -7.78838825],[ 0.8403502  -0.5420438  -0.12679723 -0.99192864  1.3446469  -7.7883883 ],[0.533697   0.29040468 0.17589828],8415,0,2,172,False
8456,[-0.37079668  3.10738181  0.9508352  -7.39306856],[ 0.93203896 -0.3623581  -0.99941486  0.03420417  0.9508352  -7.393069  ],[0.50166863 0.29965377 0.19867764],8455,0,2,173,False
8457,[-0.06307523  1.49842131  2.37688157 -9.151994  ],[ 0.9980114  -0.06303342  0.07231186  0.99738204  2.3768816  -9.151994  ],[0.5883942  0.26102567 0.15058014],8456,2,1,174,False
8458,[  0.54694853  -0.57814816   2.96858764 -10.42799214],"[  0.85411555   0.52008337   0.8374761   -0.546474     2.9685876
 -10.427992  ]",[0.6204996  0.25172725 0.1277731 ],8457,2,0,175,False
8459,[ 0.86639043 -2.31493855  0.17565368 -7.05373167],[ 0.6475812   0.7619964  -0.67734104 -0.7356692   0.17565368 -7.0537314 ],[0.5072841  0.29172853 0.20098741],8458,0,3,176,False
8460,[ 0.85995415 -2.29130818  0.1313552  -6.84292797],[ 0.6524722  0.7578126 -0.6597694 -0.7514681  0.1313552 -6.842928 ],[0.5037193  0.29214433 0.20413642],8458,1,2,176,False
8461,[ 0.71928837  2.79097967 -1.1429214  -5.54730273],[ 0.75227475  0.6588495  -0.9391624   0.34347355 -1.1429214  -5.5473027 ],[0.4653047  0.29357037 0.24112494],8460,0,2,177,False
8462,[ 0.53916368  1.63329971 -0.41636402 -6.41215464],[ 0.8581384   0.5134185  -0.06246269  0.9980473  -0.416364   -6.4121547 ],[0.5250585  0.2787751  0.19616635],8461,1,2,178,False
8463,[ 0.59359687  0.11850619  0.66729689 -8.39853159],[ 0.82893413  0.5593462   0.9929864   0.118229    0.6672969  -8.398532  ],[0.5739439  0.28018087 0.14587529],8462,1,2,179,False
8464,[ 0.548312   -1.3563792  -1.52857051 -5.67802652],[ 0.8534056   0.52124745  0.21277794 -0.9771006  -1.5285705  -5.6780267 ],[0.47990632 0.3178255  0.20226817],8463,0,3,180,False
8465,[-1.21143859  1.2950002  -2.20048126  4.44660461],[ 0.35167307 -0.9361229   0.27231306  0.9622087  -2.2004812   4.4466047 ],[0.1936205 0.2991187 0.5072608],8435,2,2,97,False
8466,[-1.4971338   1.97238475 -0.67102101  2.41697919],[ 0.07359593 -0.99728817 -0.39088088  0.92044127 -0.671021    2.416979  ],[0.26275814 0.34300727 0.3942346 ],8465,0,2,98,False
8467,[-1.49842855  2.32138676  0.65147514  1.06912167],[ 0.07230462 -0.9973826  -0.6820707   0.7312863   0.65147513  1.0691217 ],[0.3095092  0.36856496 0.32192582],8466,2,2,99,False
8468,[-1.2296876   2.34986286  2.00545564 -0.81627371],[ 0.33453214 -0.94238436 -0.7026155   0.7115697   2.0054557  -0.8162737 ],[0.3807413  0.34575233 0.27350634],8467,0,2,100,False
8469,[-0.72895833  2.02150149  2.93064529 -2.50088303],[ 0.7458687  -0.66609305 -0.4356004   0.90014017  2.9306452  -2.500883  ],[0.43875808 0.31350645 0.24773549],8468,2,3,101,False
8470,[-0.58106522 -1.67176038  1.28687493 -7.55897134],[ 0.83587843 -0.5489146  -0.10079261 -0.99490744  1.2868749  -7.5589714 ],[0.5293243  0.29243776 0.17823793],8415,1,2,172,False
8471,[-0.39106089 -3.08496623  0.85203191 -6.94552171],[ 0.9245052  -0.38116944 -0.9983972  -0.05659617  0.8520319  -6.945522  ],[0.49225065 0.3039809  0.20376845],8470,1,2,173,False
8472,[-0.12536091  1.70518135  2.04305665 -8.38110447],[ 0.99215263 -0.12503283 -0.1339809   0.9909839   2.0430567  -8.381104  ],[0.56921595 0.26833704 0.16244699],8471,2,1,174,False
8473,[  0.44193835  -0.24846856   3.07428523 -10.3135441 ],"[  0.90392435   0.42769238   0.9692902   -0.24591984   3.0742853
 -10.313544  ]",[0.6294051  0.24724159 0.12335328],8472,2,0,175,False
8474,[ 0.83033531 -2.01260862  0.57146937 -7.10128521],[ 0.67462826  0.73815763 -0.42757845 -0.9039782   0.57146937 -7.101285  ],[0.51473963 0.29261595 0.19264448],8473,0,3,176,False
8475,[-0.62819754  0.1908375  -3.28214347  5.77961596],[ 0.8090881  -0.5876874   0.98184574  0.18968126 -3.2821434   5.779616  ],[0.14253294 0.26801038 0.58945674],8223,0,0,96,False
8476,[-1.16850313  1.18226923 -2.0324608   3.98750546],[ 0.3915295  -0.92016554  0.3788257   0.925468   -2.0324607   3.9875054 ],[0.19855325 0.30764085 0.49380586],8475,1,2,97,False
8477,[-1.44284199  1.82492391 -0.70424457  2.48504313],[ 0.12760547 -0.991825   -0.2514011   0.967883   -0.70424455  2.485043  ],[0.25456163 0.34233585 0.40310258],8476,2,2,98,False
8478,[-1.43607046  2.14210801  0.7571957   0.6912906 ],[ 0.13431866 -0.9909382  -0.5407359   0.8411924   0.7571957   0.6912906 ],[0.31471857 0.36585787 0.31942356],8477,0,2,99,False
8479,[-1.14839624  2.09186592  2.0864343  -1.23594102],[ 0.40995076 -0.91210765 -0.49780807  0.8672872   2.0864344  -1.235941  ],[0.39298066 0.3398137  0.26720557],8478,0,3,100,False
8480,[ 0.81577432 -1.96316861  0.47293858 -6.66790505],[ 0.6853047   0.72825646 -0.3823815  -0.92400455  0.47293857 -6.667905  ],[0.5083339  0.29347476 0.19819127],8473,2,2,176,False
8481,[ 0.71267763 -3.08985327 -1.23546926 -4.89124095],[ 0.7566138   0.65386206 -0.9986618  -0.05171631 -1.2354692  -4.891241  ],[0.44640547 0.29767433 0.25592017],8480,0,2,177,False
8482,[ 0.42551497  2.27707937 -1.38629201 -4.60240807],[ 0.91082627  0.41278988 -0.6490105   0.76077944 -1.386292   -4.602408  ],[0.45405322 0.2983712  0.24757552],8481,2,2,178,False
8483,[ 0.25313672  1.19981927 -0.18781562 -6.44158943],[ 0.9681316   0.25044194  0.36252618  0.9319736  -0.18781562 -6.4415894 ],[0.5333757  0.28002256 0.1866018 ],8482,1,2,179,False
8484,[ 0.32630877 -0.29004614  0.45679581 -7.75272576],[ 0.947232    0.32054877  0.9582307  -0.28599644  0.4567958  -7.7527256 ],[0.55881643 0.2868388  0.15434471],8483,1,3,180,False
8485,[-1.17961939  1.21158223 -2.13266499  4.25712246],[ 0.3812767  -0.92446095  0.3515386   0.9361734  -2.132665    4.2571225 ],[0.19422846 0.3038382  0.5019334 ],8475,2,2,97,False
8486,[-1.47074848  1.90250562 -0.77414188  2.70713355],[ 0.09988102 -0.9949994  -0.32565963  0.9454871  -0.77414185  2.7071335 ],[0.25307527 0.3399037  0.40702102],8485,2,2,98,False
8487,[-1.48985254  2.30648376  0.57580553  1.33309796],[ 0.08085543 -0.99672586 -0.671097    0.7413696   0.57580554  1.3330979 ],[0.3037261  0.36866844 0.32760543],8486,2,2,99,False
8488,[-1.24022864  2.40763374  1.89146938 -0.34817611],[ 0.32458004 -0.94585824 -0.7425285   0.66981447  1.8914694  -0.3481761 ],[0.36470234 0.35200953 0.28328815],8487,1,2,100,False
8489,[-0.75243526  2.15522611  2.91260665 -2.20453874],[ 0.7300267 -0.6834186 -0.5517239  0.8340268  2.9126067 -2.2045388],[0.43340766 0.31610233 0.25049   ],8488,1,3,101,False
8490,[ 0.16522036  2.7859478  -4.12561913 -1.44256101],[ 0.9863821   0.1644697  -0.93742216  0.34819493 -4.125619   -1.442561  ],[0.358357   0.2932578  0.34838516],8121,1,2,168,False
8491,[-0.59293226  2.35759131 -3.16682832 -3.17455428],[ 0.8293057  -0.55879515 -0.70809376  0.7061184  -3.1668284  -3.1745543 ],[0.37054813 0.32961884 0.299833  ],8490,1,2,169,False
8492,[-0.98980016  1.43503821 -0.59992437 -6.20768607],[ 0.5488569  -0.83591634  0.1353415   0.990799   -0.5999244  -6.207686  ],[0.48994362 0.3139667  0.19608971],8491,2,2,170,False
8493,[-0.82767839 -0.14915977  1.77339685 -9.01168112],[ 0.6765871  -0.7363626   0.9888963  -0.14860728  1.7733968  -9.011682  ],[0.5830031  0.27322042 0.14377645],8492,1,0,171,False
8494,[-0.53159138 -1.79720262  0.9486372  -7.21318703],[ 0.8620015  -0.50690573 -0.224477   -0.9744794   0.9486372  -7.213187  ],[0.5126463  0.30208167 0.185272  ],8493,1,3,172,False
8495,[ 0.82309457 -1.98795191  0.52276112 -6.88539133],[ 0.67995536  0.7332535  -0.4051616  -0.91424507  0.5227611  -6.885391  ],[0.51156044 0.29304644 0.19539317],8473,1,2,176,False
8496,[ 0.72743698  3.12510513 -1.17998133 -5.13429718],[ 0.7468811   0.6649575  -0.9998641   0.01648678 -1.1799814  -5.1342974 ],[0.4521405  0.29655266 0.25130683],8495,0,2,177,False
8497,[ 0.46539234  2.14620969 -1.18168702 -4.99963309],[ 0.8936456   0.44877344 -0.54418164  0.83896744 -1.181687   -4.9996333 ],[0.4707711  0.2937011  0.23552781],8496,2,2,178,False
8498,[ 0.34672714  0.96960269  0.09447412 -6.99458396],[ 0.94048995  0.33982155  0.5656272   0.8246611   0.09447411 -6.994584  ],[0.5461768  0.27734435 0.17647885],8497,1,2,179,False
8499,[ 0.43239607 -0.58474386  0.19344835 -7.67085504],[ 0.9079643   0.41904753  0.8338535  -0.5519858   0.19344835 -7.670855  ],[0.55056536 0.29177687 0.15765782],8498,0,3,180,False
8500,[-1.15729817  1.15277746 -1.93068718  3.71486493],[ 0.40181512 -0.9157208   0.4059507   0.91389495 -1.9306872   3.714865  ],[0.20417364 0.3112059  0.48462042],8475,0,2,97,False
8501,[-1.41442513  1.74649745 -0.63219916  2.26016064],[ 0.15573472 -0.9877989  -0.1747985   0.98460424 -0.63219917  2.2601607 ],[0.25801164 0.34435803 0.3976303 ],8500,2,2,98,False
8502,[-1.3949235   2.01944605  0.81357761  0.46970975],[ 0.17496756 -0.9845742  -0.4337493   0.9010336   0.8135776   0.46970975],[0.3214502 0.3601239 0.3184259],8501,0,2,99,False
8503,[-1.11130623  1.96762137  1.99290785 -1.02967875],[ 0.44349116 -0.89627874 -0.38649204  0.9222927   1.9929079  -1.0296787 ],[0.3858929  0.34188607 0.272221  ],8502,2,2,100,False
8504,[-0.61763017  1.59046562  2.87670185 -2.77085414],[ 0.81525314 -0.5791048  -0.01966802  0.9998066   2.8767018  -2.7708542 ],[0.44732657 0.30991197 0.24276137],8503,2,3,101,False
8505,[-1.36877114  2.0155718  -1.56293572  2.65361598],[ 0.20065375 -0.97966224 -0.4302552   0.9027073  -1.5629357   2.653616  ],[0.2542853  0.3186631  0.42705157],2966,1,2,97,False
8506,[-1.54522925  2.36405192 -0.2030607   0.87000518],[ 0.02556429 -0.9996732  -0.71264094  0.70152897 -0.2030607   0.8700052 ],[0.30931324 0.35778588 0.3329008 ],8505,0,2,98,False
8507,[-1.46429753  2.40819736  1.00742849 -0.44167221],[ 0.1062976  -0.99433434 -0.7429059   0.66939586  1.0074285  -0.4416722 ],[0.34464946 0.36281905 0.29253146],8506,2,2,99,False
8508,[-1.14089997  2.15531196  2.2000009  -2.13232151],[ 0.4167766 -0.909009  -0.5517955  0.8339794  2.200001  -2.1323216],[0.4095848  0.33898437 0.25143084],8507,1,2,100,False
8509,[-0.60886797  1.55468615  3.0665021  -3.92382935],[ 0.820296   -0.57193923  0.01610948  0.99987024  3.066502   -3.9238293 ],[0.4702878  0.3063164  0.22339574],8508,2,3,101,False
8510,[  0.57232164  -0.64359697   3.16418098 -10.994403  ],"[  0.84064585   0.5415852    0.7999425   -0.6000767    3.164181
 -10.994403  ]",[0.6261237  0.24819955 0.12567674],8457,0,0,175,False
8511,[ 0.89780536 -2.44208636  0.12135454 -7.24112296],[ 0.6233276   0.7819608  -0.76516014 -0.64384     0.12135454 -7.2411227 ],[0.5092924  0.29000846 0.20069915],8510,1,2,176,False
8512,[ 0.77881392  2.53687795 -0.82891959 -6.24847683],[ 0.71174717  0.70243573 -0.8226643   0.5685274  -0.8289196  -6.248477  ],[0.49022123 0.28746045 0.22231829],8511,0,2,177,False
8513,[ 0.69857884  1.20722329  0.1738559  -7.3880509 ],[ 0.76575696  0.64313006  0.35561597  0.9346322   0.1738559  -7.388051  ],[0.5534678  0.27393365 0.1725985 ],8512,2,2,178,False
8514,[ 0.80163413 -0.42690431  0.26222099 -8.11608923],[ 0.6955335   0.71849364  0.9102519  -0.41405493  0.26222098 -8.116089  ],[0.5608718  0.28777525 0.15135302],8513,1,3,179,False
8515,[-0.73575436 -2.459307   -3.93616583  2.10385333],[ 0.74132466 -0.6711466  -0.7761335  -0.6305686  -3.9361658   2.1038532 ],[0.25245532 0.30831045 0.43923426],8049,2,2,142,False
8516,[-1.41553457 -2.03875506 -2.80362742  1.96387586],[ 0.15463871 -0.98797107 -0.45106542 -0.8924909  -2.8036275   1.9638759 ],[0.26685417 0.31821638 0.41492948],8515,2,2,143,False
8517,[-1.83852301 -1.76694579 -1.43992464  0.65755264],[-0.2645398  -0.9643748  -0.19489408 -0.9808243  -1.4399246   0.65755266],[0.30703908 0.33808652 0.35487434],8516,0,3,144,True
8518,[-0.87771095  1.21174519 -2.3093703   3.25461467],[ 0.63891375 -0.7692784   0.35138604  0.93623066 -2.3093703   3.2546146 ],[0.2131726  0.3002525  0.48657492],8034,2,2,96,False
8519,[-1.21489248  1.65579247 -1.04660056  1.24421285],[ 0.34843773 -0.9373319  -0.08489385  0.99639    -1.0466006   1.2442129 ],[0.28521988 0.33160383 0.38317627],8518,0,2,97,False
8520,[-1.29220187  1.72641373  0.27805441 -0.52210014],[ 0.27500457 -0.96144295 -0.15499008  0.98791605  0.27805442 -0.52210015],[0.3494661  0.34377262 0.30676123],8519,0,2,98,False
8521,[-1.12131276  1.49150121  1.42005669 -1.85190677],[ 0.43450046 -0.9006716   0.07921204  0.99685776  1.4200567  -1.8519068 ],[0.40609294 0.33888814 0.25501892],8520,2,2,99,False
8522,[-0.73224517  0.97215791  2.43609224 -3.35604783],[ 0.7436753  -0.668541    0.56351817  0.8261037   2.4360921  -3.3560479 ],[0.45032132 0.32171842 0.22796027],8521,2,3,100,False
8523,[-0.56452061  1.15872777 -2.49484057  3.15022685],[ 0.8448452  -0.5350109   0.4005056   0.91629434 -2.4948406   3.1502268 ],[0.21548545 0.29776353 0.48675105],8002,1,2,67,False
8524,[-0.97257661  1.60693598 -1.54170826  1.351373  ],[ 0.5631722  -0.82633954 -0.03613179  0.99934703 -1.5417082   1.351373  ],[0.27788782 0.32344684 0.39866528],8523,1,2,68,False
8525,[-1.16767386  1.71208893 -0.38739903 -0.27413127],[ 0.3922924  -0.9198406  -0.14082295  0.9900348  -0.38739902 -0.27413127],[0.3337096  0.34514824 0.32114214],8524,1,2,69,False
8526,[-1.13162375  1.52637595  0.74784551 -1.5849553 ],[ 0.42519072 -0.9051038   0.04440577  0.9990136   0.74784553 -1.5849553 ],[0.39080656 0.34478167 0.26441178],8525,2,2,70,False
8527,[-0.8620805   1.04452915  1.93301467 -3.2616335 ],[ 0.65085936 -0.7591983   0.50230914  0.8646881   1.9330146  -3.2616334 ],[0.4407563  0.33732393 0.22191973],8526,1,3,71,False
8528,[ 0.90392418 -2.46533364  0.164724   -7.45001063],[ 0.6185313   0.78576016 -0.77991956 -0.62587976  0.16472399 -7.450011  ],[0.51269984 0.2895945  0.19770563],8510,0,2,176,False
8529,[ 0.78525145  2.50782277 -0.86368239 -6.10318364],[ 0.70721054  0.70700306 -0.80580074  0.59218675 -0.8636824  -6.1031837 ],[0.4869776  0.28832772 0.22469467],8528,2,2,177,False
8530,[ 0.71520957  1.15884278  0.33708256 -7.77093492],[ 0.7549558   0.65577567  0.40040022  0.91634035  0.33708256 -7.770935  ],[0.5621318  0.27239493 0.16547321],8529,0,2,178,False
8531,[ 0.8515743  -0.56801898  0.33288372 -8.52460908],[ 0.6587996   0.7523185   0.84296834 -0.53796315  0.33288372 -8.524609  ],[0.5658563 0.2879357 0.1462079],8530,0,0,179,False
8532,[ 0.59056849 -1.88340515 -2.98535338 -4.49222316],[ 0.8306243   0.5568333  -0.30754206 -0.9515345  -2.9853535  -4.4922233 ],[0.42958564 0.3222545  0.24815986],8531,0,3,180,False
8533,[ 0.89162964 -2.41875336  0.07753281 -7.03137903],[ 0.62814486  0.77809644 -0.7499305  -0.6615166   0.07753281 -7.031379  ],[0.5058642  0.29036206 0.20377377],8510,2,2,176,False
8534,[ 0.75292804  2.62680191 -1.02877781 -5.75621224],[ 0.7296899   0.6837782  -0.8703958   0.49235272 -1.0287778  -5.756212  ],[0.47387284 0.29171747 0.23440963],8533,1,2,177,False
8535,[ 6.28861465e-01  1.37399049e+00  4.78251403e-03 -7.16837277e+00],"[ 8.0869776e-01  5.8822441e-01  1.9553784e-01  9.8069614e-01
  4.7825142e-03 -7.1683726e+00]",[0.5467303  0.27417648 0.17909329],8534,0,2,178,False
8536,[ 0.73610313 -0.26313295  0.53033324 -8.47307913],[ 0.74109054  0.6714051   0.9655798  -0.26010695  0.5303332  -8.473079  ],[0.5709277  0.28439254 0.14467975],8535,1,2,179,False
8537,[ 0.56910028 -1.61318469 -2.38631849 -4.68324858],[ 0.8423861   0.5388743  -0.04237567 -0.99910176 -2.3863184  -4.6832485 ],[0.44604415 0.32175803 0.23219784],8536,1,3,180,False
8538,[-1.29055963  1.31760927 -2.17921539 -0.09504542],[ 0.27658314 -0.96099     0.25049067  0.968119   -2.1792154  -0.09504542],[0.31115755 0.33477083 0.35407168],7241,0,2,126,False
8539,[-1.58275736  1.14170565 -0.74236347 -1.56708893],[-0.01196075 -0.9999285   0.4160441   0.90934443 -0.74236345 -1.567089  ],[0.36542192 0.35544595 0.2791322 ],8538,2,2,127,False
8540,[-1.57060188  0.66006938  0.8537597  -3.22827198],"[ 1.9444925e-04 -1.0000000e+00  7.8994972e-01  6.1317164e-01
  8.5375971e-01 -3.2282720e+00]",[0.4205515  0.35004207 0.2294065 ],8539,0,2,128,False
8541,[-1.27621002 -0.07413306  2.04298472 -4.03177357],[ 0.290344   -0.95692235  0.9972534  -0.07406518  2.0429847  -4.0317736 ],[0.4470135  0.32888052 0.22410597],8540,2,2,129,False
8542,[-0.75489769 -0.95425873  3.08304198 -4.52796038],[ 0.72834164 -0.68521416  0.5782137  -0.81588537  3.083042   -4.5279603 ],[0.4848092  0.30023813 0.21495272],8541,0,3,130,False
8543,[ 0.82673772  1.39502541  4.03379655 -4.89290741],[ 0.67727953  0.7357258   0.17486723  0.984592    4.033797   -4.8929076 ],[0.5214968  0.26646018 0.21204305],8018,0,2,150,False
8544,[ 1.55303926  0.33370957  3.19518715 -5.4878126 ],[ 0.01775613  0.99984235  0.94483376  0.3275502   3.195187   -5.4878125 ],[0.5142382  0.27530095 0.21046086],8543,0,2,151,False
8545,[ 2.07023892 -0.67341167  1.94712882 -4.48572039],[-0.47893628  0.87784964  0.7816985  -0.6236565   1.9471288  -4.48572   ],[0.46924356 0.2939463  0.23681016],8544,1,2,152,False
8546,[ 2.32137725 -1.44401318  0.57517829 -3.2936389 ],[-0.6820637   0.7312928   0.12644377 -0.99197376  0.57517827 -3.293639  ],[0.41109097 0.30937108 0.27953798],8545,2,2,153,False
8547,[ 2.31198346 -2.04700392 -0.70521027 -2.68415335],[-0.6751641   0.73766756 -0.45841202 -0.8887398  -0.70521027 -2.6841533 ],[0.3783469  0.3188523  0.30280077],8546,0,3,154,False
8548,[ 0.13310331 -2.75329186 -4.38032857  1.83657409],[ 0.99115485  0.13271064 -0.92555374 -0.37861624 -4.3803287   1.8365741 ],[0.2841834  0.2988379  0.41697866],7335,0,2,141,False
